sentence,label,object_type,object,difficulty,subject_type,subject,template_id,split
Nem [VERB] egy dolgot sem.,indefinite,negative_pronoun,egy dolgot sem,tricky,none,,train_none_000,train
A szomszéd az iskolában [VERB] néhány levelet.,indefinite,quantified_indefinite_np,néhány levelet,medium,noun,A szomszéd,train_noun_021,train
[VERB] néhányat.,indefinite,indefinite_pronoun,néhányat,tricky,none,,train_none_000,train
Most [VERB] minden egyes dolgot.,indefinite,universal_pronoun,minden egyes dolgot,tricky,none,,train_none_007,train
Az új telefont ma a gyerek [VERB].,definite,modified_definite_np,az új telefont,easy,noun,A gyerek,train_noun_017,train
Anna ma [VERB] magukat.,definite,third_person_pronoun,magukat,tricky,noun,Anna,train_noun_025,train
Mindenfélét gyakran [VERB].,indefinite,universal_pronoun,mindenfélét,tricky,none,,train_none_011,train
Este [VERB] egy almát.,indefinite,indefinite_article,egy almát,easy,none,,train_none_006,train
Gyakran [VERB] ezt a könyvet.,definite,demonstrative,ezt a könyvet,easy,none,,train_none_003,train
Katalin gyakran [VERB] azt.,definite,demonstrative_pronoun,azt,tricky,noun,Katalin,train_noun_038,train
Magukat tegnap [VERB].,definite,third_person_pronoun,magukat,tricky,none,,train_none_010,train
Minden egyes dolgot te [VERB].,indefinite,universal_pronoun,minden egyes dolgot,tricky,pronoun,Te,train_pronoun_005,train
Otthon [VERB] magát.,definite,third_person_pronoun,magát,tricky,none,,train_none_004,train
Soha nem [VERB] egy embert sem.,indefinite,negative_pronoun,egy embert sem,tricky,none,,train_none_002,train
[VERB] egyvalakit.,indefinite,indefinite_pronoun,egyvalakit,tricky,none,,train_none_000,train
A gyerek az iskolában [VERB] mindkettőt.,definite,definite_quantifier,mindkettőt,tricky,noun,A gyerek,train_noun_015,train
Amazt ma [VERB].,definite,demonstrative_pronoun,amazt,tricky,none,,train_none_009,train
Néhányat [VERB].,indefinite,indefinite_pronoun,néhányat,tricky,none,,train_none_008,train
Most [VERB] pár kérdést.,indefinite,quantified_indefinite_np,pár kérdést,medium,none,,train_none_007,train
Mindenfélét Katalin [VERB].,indefinite,universal_pronoun,mindenfélét,tricky,noun,Katalin,train_noun_040,train
Katalin az iskolában [VERB] sok filmet.,indefinite,quantified_indefinite_np,sok filmet,medium,noun,Katalin,train_noun_039,train
Valamennyit gyakran [VERB].,definite,definite_quantifier,valamennyit,tricky,none,,train_none_011,train
Semmifélét ma nem [VERB].,indefinite,negative_pronoun,semmifélét,tricky,none,,train_none_004,train
Most [VERB] a levelet.,definite,definite_article,a levelet,easy,none,,train_none_007,train
Reggel [VERB] egy újságot.,indefinite,indefinite_article,egy újságot,easy,none,,train_none_005,train
Tegnap [VERB] magukat.,definite,third_person_pronoun,magukat,tricky,none,,train_none_002,train
Valakit ma a szomszéd [VERB].,indefinite,indefinite_pronoun,valakit,easy,noun,A szomszéd,train_noun_023,train
Este [VERB] magukat.,definite,third_person_pronoun,magukat,tricky,none,,train_none_006,train
A szülők ma [VERB] az összeset.,definite,definite_quantifier,az összeset,tricky,noun,A szülők,train_noun_055,train
Minden egyes dolgot ma a szülők [VERB].,indefinite,universal_pronoun,minden egyes dolgot,tricky,noun,A szülők,train_noun_059,train
Gyakran [VERB] az újságot.,definite,definite_article,az újságot,easy,none,,train_none_003,train
A szomszéd gyakran [VERB] Esztert.,definite,proper_noun,Esztert,easy,noun,A szomszéd,train_noun_020,train
Újságot gyakran [VERB].,indefinite,bare_noun,újságot,easy,none,,train_none_011,train
Ma [VERB] akárkit.,indefinite,indefinite_pronoun,akárkit,tricky,none,,train_none_001,train
Reggel [VERB] egy előadást.,indefinite,indefinite_article,egy előadást,easy,none,,train_none_005,train
Reggel [VERB] egy vacsorát.,indefinite,indefinite_article,egy vacsorát,easy,none,,train_none_005,train
Péter [VERB] amazt.,definite,demonstrative_pronoun,amazt,tricky,noun,Péter,train_noun_030,train
Egyvalakit [VERB].,indefinite,indefinite_pronoun,egyvalakit,tricky,none,,train_none_008,train
Reggel [VERB] valamennyit.,definite,definite_quantifier,valamennyit,tricky,none,,train_none_005,train
Gábor gyakran [VERB] egy filmet.,indefinite,indefinite_article,egy filmet,easy,noun,Gábor,train_noun_044,train
Reggel [VERB] Esztert.,definite,proper_noun,Esztert,easy,none,,train_none_005,train
Este [VERB] Pétert.,definite,proper_noun,Pétert,easy,none,,train_none_006,train
Este [VERB] valamit.,indefinite,indefinite_pronoun,valamit,easy,none,,train_none_006,train
Akárkit tegnap [VERB].,indefinite,indefinite_pronoun,akárkit,tricky,none,,train_none_010,train
Otthon [VERB] a filmet.,definite,definite_article,a filmet,easy,none,,train_none_004,train
Én ma [VERB] vacsorát.,indefinite,bare_noun,vacsorát,easy,pronoun,Én,train_pronoun_001,train
Ők ma [VERB] valamennyit.,definite,definite_quantifier,valamennyit,tricky,pronoun,Ők,train_pronoun_010,train
Soha nem [VERB] semmit.,indefinite,negative_pronoun,semmit,tricky,none,,train_none_002,train
Gábor ma [VERB] magukat.,definite,third_person_pronoun,magukat,tricky,noun,Gábor,train_noun_043,train
Otthon [VERB] a vacsorát.,definite,definite_article,a vacsorát,easy,none,,train_none_004,train
Annát ma [VERB].,definite,proper_noun,Annát,easy,none,,train_none_009,train
Reggel [VERB] ezt az almát.,definite,demonstrative,ezt az almát,easy,none,,train_none_005,train
A diák az iskolában [VERB] kevés hibát.,indefinite,quantified_indefinite_np,kevés hibát,medium,noun,A diák,train_noun_009,train
A szülők [VERB] mindent.,indefinite,universal_pronoun,mindent,tricky,noun,A szülők,train_noun_054,train
Tegnap [VERB] sok filmet.,indefinite,quantified_indefinite_np,sok filmet,medium,none,,train_none_002,train
A szülők az iskolában [VERB] egy előadást.,indefinite,indefinite_article,egy előadást,easy,noun,A szülők,train_noun_057,train
Egy dolgot sem te nem [VERB].,indefinite,negative_pronoun,egy dolgot sem,tricky,pronoun,Te,train_pronoun_005,train
Több almát [VERB].,indefinite,quantified_indefinite_np,több almát,medium,none,,train_none_008,train
Emezt ma [VERB].,definite,demonstrative_pronoun,emezt,tricky,none,,train_none_009,train
Egyvalakit a diák [VERB].,indefinite,indefinite_pronoun,egyvalakit,tricky,noun,A diák,train_noun_010,train
Este [VERB] sok filmet.,indefinite,quantified_indefinite_np,sok filmet,medium,none,,train_none_006,train
Otthon [VERB] mindkettőt.,definite,definite_quantifier,mindkettőt,tricky,none,,train_none_004,train
Este [VERB] az összeset.,definite,definite_quantifier,az összeset,tricky,none,,train_none_006,train
A diákok [VERB] levelet.,indefinite,bare_noun,levelet,easy,noun,A diákok,train_noun_048,train
[VERB] bárkit.,indefinite,indefinite_pronoun,bárkit,easy,none,,train_none_000,train
Bárkit gyakran [VERB].,indefinite,indefinite_pronoun,bárkit,easy,none,,train_none_011,train
Néhány levelet tegnap [VERB].,indefinite,quantified_indefinite_np,néhány levelet,medium,none,,train_none_010,train
[VERB] mindenkit.,indefinite,universal_pronoun,mindenkit,tricky,none,,train_none_000,train
Katalin [VERB] a filmet.,definite,definite_article,a filmet,easy,noun,Katalin,train_noun_036,train
Mindenkit a szomszéd [VERB].,indefinite,universal_pronoun,mindenkit,tricky,noun,A szomszéd,train_noun_022,train
A szülők ma [VERB] mindegyiket.,definite,definite_quantifier,mindegyiket,tricky,noun,A szülők,train_noun_055,train
Reggel [VERB] mindent.,indefinite,universal_pronoun,mindent,tricky,none,,train_none_005,train
Egy dolgot sem én nem [VERB].,indefinite,negative_pronoun,egy dolgot sem,tricky,pronoun,Én,train_pronoun_002,train
Gábor ma [VERB] az egészet.,definite,definite_quantifier,az egészet,tricky,noun,Gábor,train_noun_043,train
Mindenkit a szülők [VERB].,indefinite,universal_pronoun,mindenkit,tricky,noun,A szülők,train_noun_058,train
Én ma [VERB] az autót.,definite,definite_article,az autót,easy,pronoun,Én,train_pronoun_001,train
Kevés hibát gyakran [VERB].,indefinite,quantified_indefinite_np,kevés hibát,medium,none,,train_none_011,train
Ezt a feladatot [VERB].,definite,demonstrative,ezt a feladatot,easy,none,,train_none_008,train
Vacsorát Péter [VERB].,indefinite,bare_noun,vacsorát,easy,noun,Péter,train_noun_034,train
[VERB] mindenfélét.,indefinite,universal_pronoun,mindenfélét,tricky,none,,train_none_000,train
Gyakran [VERB] egy filmet.,indefinite,indefinite_article,egy filmet,easy,none,,train_none_003,train
Tegnap [VERB] Pétert.,definite,proper_noun,Pétert,easy,none,,train_none_002,train
Néhány levelet ma [VERB].,indefinite,quantified_indefinite_np,néhány levelet,medium,none,,train_none_009,train
Magukat [VERB].,definite,third_person_pronoun,magukat,tricky,none,,train_none_008,train
Anna nem [VERB] egy embert sem.,indefinite,negative_pronoun,egy embert sem,tricky,noun,Anna,train_noun_012,train
Bármit ma a gyerek [VERB].,indefinite,indefinite_pronoun,bármit,easy,noun,A gyerek,train_noun_017,train
Mi [VERB] magukat.,definite,third_person_pronoun,magukat,tricky,pronoun,Mi,train_pronoun_006,train
Ma [VERB] amazt.,definite,demonstrative_pronoun,amazt,tricky,none,,train_none_001,train
A diákok gyakran [VERB] előadást.,indefinite,bare_noun,előadást,easy,noun,A diákok,train_noun_050,train
A szomszéd [VERB] valamennyit.,definite,definite_quantifier,valamennyit,tricky,noun,A szomszéd,train_noun_018,train
Egyvalakit tegnap [VERB].,indefinite,indefinite_pronoun,egyvalakit,tricky,none,,train_none_010,train
Egy autót [VERB].,indefinite,indefinite_article,egy autót,easy,none,,train_none_008,train
Almát ma a szomszéd [VERB].,indefinite,bare_noun,almát,easy,noun,A szomszéd,train_noun_023,train
A legtöbbet gyakran [VERB].,definite,definite_quantifier,a legtöbbet,tricky,none,,train_none_011,train
Te ma [VERB] vacsorát.,indefinite,bare_noun,vacsorát,easy,pronoun,Te,train_pronoun_004,train
Mindenkit [VERB].,indefinite,universal_pronoun,mindenkit,tricky,none,,train_none_008,train
Ma [VERB] ezt a feladatot.,definite,demonstrative,ezt a feladatot,easy,none,,train_none_001,train
Anna ma [VERB] minden egyes dolgot.,indefinite,universal_pronoun,minden egyes dolgot,tricky,noun,Anna,train_noun_025,train
A szomszéd ma [VERB] ezt.,definite,demonstrative_pronoun,ezt,tricky,noun,A szomszéd,train_noun_019,train
Ma [VERB] egy vacsorát.,indefinite,indefinite_article,egy vacsorát,easy,none,,train_none_001,train
Otthon [VERB] sok filmet.,indefinite,quantified_indefinite_np,sok filmet,medium,none,,train_none_004,train
Reggel [VERB] az összeset.,definite,definite_quantifier,az összeset,tricky,none,,train_none_005,train
Most [VERB] akárkit.,indefinite,indefinite_pronoun,akárkit,tricky,none,,train_none_007,train
Ma [VERB] autót.,indefinite,bare_noun,autót,easy,none,,train_none_001,train
Ma [VERB] mindenfélét.,indefinite,universal_pronoun,mindenfélét,tricky,none,,train_none_001,train
A tanár gyakran [VERB] mindkettőt.,definite,definite_quantifier,mindkettőt,tricky,noun,A tanár,train_noun_002,train
A szomszéd az iskolában [VERB] pár kérdést.,indefinite,quantified_indefinite_np,pár kérdést,medium,noun,A szomszéd,train_noun_021,train
Katalin gyakran [VERB] vacsorát.,indefinite,bare_noun,vacsorát,easy,noun,Katalin,train_noun_038,train
Te [VERB] valamennyit.,definite,definite_quantifier,valamennyit,tricky,pronoun,Te,train_pronoun_003,train
Este [VERB] őket.,definite,third_person_pronoun,őket,easy,none,,train_none_006,train
Mindkettőt ma [VERB].,definite,definite_quantifier,mindkettőt,tricky,none,,train_none_009,train
Esztert [VERB].,definite,proper_noun,Esztert,easy,none,,train_none_008,train
Mindenkit ma a szülők [VERB].,indefinite,universal_pronoun,mindenkit,tricky,noun,A szülők,train_noun_059,train
Este [VERB] ezt az almát.,definite,demonstrative,ezt az almát,easy,none,,train_none_006,train
Péter ma [VERB] Annát.,definite,proper_noun,Annát,easy,noun,Péter,train_noun_031,train
Most [VERB] mindent.,indefinite,universal_pronoun,mindent,tricky,none,,train_none_007,train
Tegnap [VERB] mindegyiket.,definite,definite_quantifier,mindegyiket,tricky,none,,train_none_002,train
Reggel [VERB] azt a filmet.,definite,demonstrative,azt a filmet,easy,none,,train_none_005,train
Vacsorát ma [VERB].,indefinite,bare_noun,vacsorát,easy,none,,train_none_009,train
Gyakran [VERB] egy vacsorát.,indefinite,indefinite_article,egy vacsorát,easy,none,,train_none_003,train
Az utolsó kérdést gyakran [VERB].,definite,modified_definite_np,az utolsó kérdést,easy,none,,train_none_011,train
Reggel [VERB] néhányat.,indefinite,indefinite_pronoun,néhányat,tricky,none,,train_none_005,train
Az összeset [VERB].,definite,definite_quantifier,az összeset,tricky,none,,train_none_008,train
Anna [VERB] valamennyit.,definite,definite_quantifier,valamennyit,tricky,noun,Anna,train_noun_024,train
Este [VERB] egy újságot.,indefinite,indefinite_article,egy újságot,easy,none,,train_none_006,train
Mindkettőt a szülők [VERB].,definite,definite_quantifier,mindkettőt,tricky,noun,A szülők,train_noun_058,train
Senkit nem [VERB].,indefinite,negative_pronoun,senkit,tricky,none,,train_none_003,train
Tegnap [VERB] akárkit.,indefinite,indefinite_pronoun,akárkit,tricky,none,,train_none_002,train
Mindet ma [VERB].,definite,definite_quantifier,mindet,tricky,none,,train_none_009,train
Tegnap [VERB] mindkettőt.,definite,definite_quantifier,mindkettőt,tricky,none,,train_none_002,train
Péter gyakran [VERB] mindkettőt.,definite,definite_quantifier,mindkettőt,tricky,noun,Péter,train_noun_032,train
A diákok [VERB] sok filmet.,indefinite,quantified_indefinite_np,sok filmet,medium,noun,A diákok,train_noun_048,train
Soha nem [VERB] semmifélét.,indefinite,negative_pronoun,semmifélét,tricky,none,,train_none_002,train
Most [VERB] akármit.,indefinite,indefinite_pronoun,akármit,tricky,none,,train_none_007,train
A tanár [VERB] filmet.,indefinite,bare_noun,filmet,easy,noun,A tanár,train_noun_000,train
A diák az iskolában [VERB] mindegyiket.,definite,definite_quantifier,mindegyiket,tricky,noun,A diák,train_noun_009,train
A diákok az iskolában [VERB] magát.,definite,third_person_pronoun,magát,tricky,noun,A diákok,train_noun_051,train
Te nem [VERB] egy embert sem.,indefinite,negative_pronoun,egy embert sem,tricky,pronoun,Te,train_pronoun_003,train
Semmifélét nem [VERB].,indefinite,negative_pronoun,semmifélét,tricky,none,,train_none_003,train
Akármit ők [VERB].,indefinite,indefinite_pronoun,akármit,tricky,pronoun,Ők,train_pronoun_011,train
Otthon [VERB] a könyvet.,definite,definite_article,a könyvet,easy,none,,train_none_004,train
Most [VERB] kevés hibát.,indefinite,quantified_indefinite_np,kevés hibát,medium,none,,train_none_007,train
Néhány könyvet ma [VERB].,indefinite,quantified_indefinite_np,néhány könyvet,medium,none,,train_none_009,train
A diákok [VERB] Gábort.,definite,proper_noun,Gábort,easy,noun,A diákok,train_noun_048,train
Most [VERB] ezt.,definite,demonstrative_pronoun,ezt,tricky,none,,train_none_007,train
Este [VERB] a többit.,definite,definite_quantifier,a többit,tricky,none,,train_none_006,train
A gyerek az iskolában [VERB] magát.,definite,third_person_pronoun,magát,tricky,noun,A gyerek,train_noun_015,train
Gyakran [VERB] mindenfélét.,indefinite,universal_pronoun,mindenfélét,tricky,none,,train_none_003,train
Péter ma [VERB] egy levelet.,indefinite,indefinite_article,egy levelet,easy,noun,Péter,train_noun_031,train
A tanár nem [VERB] senkit.,indefinite,negative_pronoun,senkit,tricky,noun,A tanár,train_noun_000,train
Reggel [VERB] valakit.,indefinite,indefinite_pronoun,valakit,easy,none,,train_none_005,train
Gyakran [VERB] őket.,definite,third_person_pronoun,őket,easy,none,,train_none_003,train
Gyakran [VERB] ezt a feladatot.,definite,demonstrative,ezt a feladatot,easy,none,,train_none_003,train
Ma nem [VERB] egy dolgot sem.,indefinite,negative_pronoun,egy dolgot sem,tricky,none,,train_none_001,train
Nem [VERB] egy embert sem.,indefinite,negative_pronoun,egy embert sem,tricky,none,,train_none_000,train
Mindet [VERB].,definite,definite_quantifier,mindet,tricky,none,,train_none_008,train
Este [VERB] mindkettőt.,definite,definite_quantifier,mindkettőt,tricky,none,,train_none_006,train
Gábor gyakran [VERB] mindenfélét.,indefinite,universal_pronoun,mindenfélét,tricky,noun,Gábor,train_noun_044,train
A gyerek az iskolában [VERB] egy előadást.,indefinite,indefinite_article,egy előadást,easy,noun,A gyerek,train_noun_015,train
Te ma [VERB] mindet.,definite,definite_quantifier,mindet,tricky,pronoun,Te,train_pronoun_004,train
Ma [VERB] őt.,definite,third_person_pronoun,őt,easy,none,,train_none_001,train
Este [VERB] a könyvet.,definite,definite_article,a könyvet,easy,none,,train_none_006,train
Mi [VERB] őt.,definite,third_person_pronoun,őt,easy,pronoun,Mi,train_pronoun_006,train
Ma [VERB] azt a levelet.,definite,demonstrative,azt a levelet,easy,none,,train_none_001,train
Gábor az iskolában [VERB] valamennyit.,definite,definite_quantifier,valamennyit,tricky,noun,Gábor,train_noun_045,train
Ma [VERB] valamit.,indefinite,indefinite_pronoun,valamit,easy,none,,train_none_001,train
Ezt a feladatot én [VERB].,definite,demonstrative,ezt a feladatot,easy,pronoun,Én,train_pronoun_002,train
A szomszéd ma [VERB] amazt.,definite,demonstrative_pronoun,amazt,tricky,noun,A szomszéd,train_noun_019,train
Pár kérdést gyakran [VERB].,indefinite,quantified_indefinite_np,pár kérdést,medium,none,,train_none_011,train
Egy előadást [VERB].,indefinite,indefinite_article,egy előadást,easy,none,,train_none_008,train
Az összeset ma [VERB].,definite,definite_quantifier,az összeset,tricky,none,,train_none_009,train
A piros labdát ma [VERB].,definite,modified_definite_np,a piros labdát,easy,none,,train_none_009,train
Valamennyit ma a gyerek [VERB].,definite,definite_quantifier,valamennyit,tricky,noun,A gyerek,train_noun_017,train
Ezt ma a szülők [VERB].,definite,demonstrative_pronoun,ezt,tricky,noun,A szülők,train_noun_059,train
Ma [VERB] mindkettőt.,definite,definite_quantifier,mindkettőt,tricky,none,,train_none_001,train
[VERB] az egészet.,definite,definite_quantifier,az egészet,tricky,none,,train_none_000,train
Ezt Katalin [VERB].,definite,demonstrative_pronoun,ezt,tricky,noun,Katalin,train_noun_040,train
Ők nem [VERB] egy embert sem.,indefinite,negative_pronoun,egy embert sem,tricky,pronoun,Ők,train_pronoun_009,train
Ma [VERB] a régi házat.,definite,modified_definite_np,a régi házat,easy,none,,train_none_001,train
Tegnap [VERB] valamit.,indefinite,indefinite_pronoun,valamit,easy,none,,train_none_002,train
Otthon [VERB] ezt.,definite,demonstrative_pronoun,ezt,tricky,none,,train_none_004,train
Mindegyiket mi [VERB].,definite,definite_quantifier,mindegyiket,tricky,pronoun,Mi,train_pronoun_008,train
Őket [VERB].,definite,third_person_pronoun,őket,easy,none,,train_none_008,train
Mindent ma [VERB].,indefinite,universal_pronoun,mindent,tricky,none,,train_none_009,train
Néhányat a szülők [VERB].,indefinite,indefinite_pronoun,néhányat,tricky,noun,A szülők,train_noun_058,train
Az autót Anna [VERB].,definite,definite_article,az autót,easy,noun,Anna,train_noun_028,train
Egy levelet ma [VERB].,indefinite,indefinite_article,egy levelet,easy,none,,train_none_009,train
A gyerek gyakran [VERB] akármit.,indefinite,indefinite_pronoun,akármit,tricky,noun,A gyerek,train_noun_014,train
Gábor ma [VERB] Gábort.,definite,proper_noun,Gábort,easy,noun,Gábor,train_noun_043,train
A szülők gyakran [VERB] minden egyes dolgot.,indefinite,universal_pronoun,minden egyes dolgot,tricky,noun,A szülők,train_noun_056,train
Reggel [VERB] akárkit.,indefinite,indefinite_pronoun,akárkit,tricky,none,,train_none_005,train
Este [VERB] egyvalakit.,indefinite,indefinite_pronoun,egyvalakit,tricky,none,,train_none_006,train
Este [VERB] bármit.,indefinite,indefinite_pronoun,bármit,easy,none,,train_none_006,train
A diák az iskolában [VERB] egyvalakit.,indefinite,indefinite_pronoun,egyvalakit,tricky,noun,A diák,train_noun_009,train
Filmet tegnap [VERB].,indefinite,bare_noun,filmet,easy,none,,train_none_010,train
A többit ma a szülők [VERB].,definite,definite_quantifier,a többit,tricky,noun,A szülők,train_noun_059,train
Este [VERB] Annát.,definite,proper_noun,Annát,easy,none,,train_none_006,train
Könyvet gyakran [VERB].,indefinite,bare_noun,könyvet,easy,none,,train_none_011,train
Most [VERB] levelet.,indefinite,bare_noun,levelet,easy,none,,train_none_007,train
[VERB] valamennyit.,definite,definite_quantifier,valamennyit,tricky,none,,train_none_000,train
Akárkit ma [VERB].,indefinite,indefinite_pronoun,akárkit,tricky,none,,train_none_009,train
Emezt ma Anna [VERB].,definite,demonstrative_pronoun,emezt,tricky,noun,Anna,train_noun_029,train
Tegnap [VERB] ezt a könyvet.,definite,demonstrative,ezt a könyvet,easy,none,,train_none_002,train
Most [VERB] egy előadást.,indefinite,indefinite_article,egy előadást,easy,none,,train_none_007,train
Az egészet tegnap [VERB].,definite,definite_quantifier,az egészet,tricky,none,,train_none_010,train
Ma nem [VERB] egy embert sem.,indefinite,negative_pronoun,egy embert sem,tricky,none,,train_none_001,train
Az almát ma [VERB].,definite,definite_article,az almát,easy,none,,train_none_009,train
Reggel [VERB] a könyvet.,definite,definite_article,a könyvet,easy,none,,train_none_005,train
A tanár [VERB] mindegyiket.,definite,definite_quantifier,mindegyiket,tricky,noun,A tanár,train_noun_000,train
Egy vacsorát [VERB].,indefinite,indefinite_article,egy vacsorát,easy,none,,train_none_008,train
Ma [VERB] mindenkit.,indefinite,universal_pronoun,mindenkit,tricky,none,,train_none_001,train
Gyakran [VERB] Lászlót.,definite,proper_noun,Lászlót,easy,none,,train_none_003,train
Ők [VERB] mindenkit.,indefinite,universal_pronoun,mindenkit,tricky,pronoun,Ők,train_pronoun_009,train
Otthon [VERB] filmet.,indefinite,bare_noun,filmet,easy,none,,train_none_004,train
Anna ma [VERB] amazt.,definite,demonstrative_pronoun,amazt,tricky,noun,Anna,train_noun_025,train
Most [VERB] emezt.,definite,demonstrative_pronoun,emezt,tricky,none,,train_none_007,train
Tegnap [VERB] egyvalakit.,indefinite,indefinite_pronoun,egyvalakit,tricky,none,,train_none_002,train
Mi ma [VERB] mindegyiket.,definite,definite_quantifier,mindegyiket,tricky,pronoun,Mi,train_pronoun_007,train
Amazt a gyerek [VERB].,definite,demonstrative_pronoun,amazt,tricky,noun,A gyerek,train_noun_016,train
A többit [VERB].,definite,definite_quantifier,a többit,tricky,none,,train_none_008,train
Lászlót tegnap [VERB].,definite,proper_noun,Lászlót,easy,none,,train_none_010,train
Újságot ma Katalin [VERB].,indefinite,bare_noun,újságot,easy,noun,Katalin,train_noun_041,train
A filmet [VERB].,definite,definite_article,a filmet,easy,none,,train_none_008,train
Pétert [VERB].,definite,proper_noun,Pétert,easy,none,,train_none_008,train
Gábor ma nem [VERB] senkit.,indefinite,negative_pronoun,senkit,tricky,noun,Gábor,train_noun_022,train
A tanár gyakran [VERB] néhány levelet.,indefinite,quantified_indefinite_np,néhány levelet,medium,noun,A tanár,train_noun_002,train
A szomszéd gyakran [VERB] akárkit.,indefinite,indefinite_pronoun,akárkit,tricky,noun,A szomszéd,train_noun_020,train
[VERB] a levelet.,definite,definite_article,a levelet,easy,none,,train_none_000,train
Néhány levelet [VERB].,indefinite,quantified_indefinite_np,néhány levelet,medium,none,,train_none_008,train
Soha nem [VERB] egy dolgot sem.,indefinite,negative_pronoun,egy dolgot sem,tricky,none,,train_none_002,train
Este [VERB] a filmet.,definite,definite_article,a filmet,easy,none,,train_none_006,train
Lászlót [VERB].,definite,proper_noun,Lászlót,easy,none,,train_none_008,train
Gyakran [VERB] valakit.,indefinite,indefinite_pronoun,valakit,easy,none,,train_none_003,train
A filmet ma [VERB].,definite,definite_article,a filmet,easy,none,,train_none_009,train
Néhány levelet gyakran [VERB].,indefinite,quantified_indefinite_np,néhány levelet,medium,none,,train_none_011,train
[VERB] több almát.,indefinite,quantified_indefinite_np,több almát,medium,none,,train_none_000,train
A szomszéd gyakran [VERB] mindegyiket.,definite,definite_quantifier,mindegyiket,tricky,noun,A szomszéd,train_noun_020,train
[VERB] akárkit.,indefinite,indefinite_pronoun,akárkit,tricky,none,,train_none_000,train
Otthon [VERB] az új telefont.,definite,modified_definite_np,az új telefont,easy,none,,train_none_004,train
Gyakran [VERB] Esztert.,definite,proper_noun,Esztert,easy,none,,train_none_003,train
Tegnap [VERB] mindenfélét.,indefinite,universal_pronoun,mindenfélét,tricky,none,,train_none_002,train
A szülők gyakran [VERB] emezt.,definite,demonstrative_pronoun,emezt,tricky,noun,A szülők,train_noun_056,train
Otthon [VERB] Katalint.,definite,proper_noun,Katalint,easy,none,,train_none_004,train
Gyakran [VERB] a legtöbbet.,definite,definite_quantifier,a legtöbbet,tricky,none,,train_none_003,train
Ma [VERB] filmet.,indefinite,bare_noun,filmet,easy,none,,train_none_001,train
Reggel [VERB] magukat.,definite,third_person_pronoun,magukat,tricky,none,,train_none_005,train
Őt tegnap [VERB].,definite,third_person_pronoun,őt,easy,none,,train_none_010,train
Otthon [VERB] a legtöbbet.,definite,definite_quantifier,a legtöbbet,tricky,none,,train_none_004,train
Egy könyvet [VERB].,indefinite,indefinite_article,egy könyvet,easy,none,,train_none_008,train
Az egészet gyakran [VERB].,definite,definite_quantifier,az egészet,tricky,none,,train_none_011,train
Néhány levelet a szülők [VERB].,indefinite,quantified_indefinite_np,néhány levelet,medium,noun,A szülők,train_noun_058,train
Egy levelet ma Péter [VERB].,indefinite,indefinite_article,egy levelet,easy,noun,Péter,train_noun_035,train
[VERB] Pétert.,definite,proper_noun,Pétert,easy,none,,train_none_000,train
Otthon [VERB] az újságot.,definite,definite_article,az újságot,easy,none,,train_none_004,train
Katalint gyakran [VERB].,definite,proper_noun,Katalint,easy,none,,train_none_011,train
Minden egyes dolgot én [VERB].,indefinite,universal_pronoun,minden egyes dolgot,tricky,pronoun,Én,train_pronoun_002,train
Minden egyes dolgot gyakran [VERB].,indefinite,universal_pronoun,minden egyes dolgot,tricky,none,,train_none_011,train
A tanár [VERB] akármit.,indefinite,indefinite_pronoun,akármit,tricky,noun,A tanár,train_noun_000,train
Annát [VERB].,definite,proper_noun,Annát,easy,none,,train_none_008,train
Este [VERB] akármit.,indefinite,indefinite_pronoun,akármit,tricky,none,,train_none_006,train
Gyakran [VERB] akárkit.,indefinite,indefinite_pronoun,akárkit,tricky,none,,train_none_003,train
A többit ma a tanár [VERB].,definite,definite_quantifier,a többit,tricky,noun,A tanár,train_noun_005,train
Nem [VERB] semmit.,indefinite,negative_pronoun,semmit,tricky,none,,train_none_000,train
Az egészet [VERB].,definite,definite_quantifier,az egészet,tricky,none,,train_none_008,train
Reggel [VERB] azt az üzenetet.,definite,demonstrative,azt az üzenetet,easy,none,,train_none_005,train
A gyerek [VERB] bárkit.,indefinite,indefinite_pronoun,bárkit,easy,noun,A gyerek,train_noun_012,train
Péter nem [VERB] senkit.,indefinite,negative_pronoun,senkit,tricky,noun,Péter,train_noun_015,train
A tanár gyakran [VERB] az új telefont.,definite,modified_definite_np,az új telefont,easy,noun,A tanár,train_noun_002,train
Gyakran [VERB] emezt.,definite,demonstrative_pronoun,emezt,tricky,none,,train_none_003,train
Gyakran [VERB] mindenkit.,indefinite,universal_pronoun,mindenkit,tricky,none,,train_none_003,train
Sok filmet ők [VERB].,indefinite,quantified_indefinite_np,sok filmet,medium,pronoun,Ők,train_pronoun_011,train
A tanár gyakran [VERB] amazt.,definite,demonstrative_pronoun,amazt,tricky,noun,A tanár,train_noun_002,train
Az új telefont tegnap [VERB].,definite,modified_definite_np,az új telefont,easy,none,,train_none_010,train
Ma [VERB] ezt.,definite,demonstrative_pronoun,ezt,tricky,none,,train_none_001,train
Gyakran [VERB] mindet.,definite,definite_quantifier,mindet,tricky,none,,train_none_003,train
Akárkit én [VERB].,indefinite,indefinite_pronoun,akárkit,tricky,pronoun,Én,train_pronoun_002,train
[VERB] emezt.,definite,demonstrative_pronoun,emezt,tricky,none,,train_none_000,train
